,stock_name,title,publish_day,analyst,rating,rating_change,file_name
2977,ダイドードリンコ（2590）,ダイドードリンコ：眠るキャッシュが動き出したらみりょく的な買収(5月21日)／ダイドドリ(2590),2012/5/21,沖平吉康,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052200103200.pdf
2978,東芝（6502）,東芝：13/3期営業利益は計画線。NAND比重低下で安定性が増す公算(5月21日)／東芝(6502),2012/5/21,嶋田幸彦,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052200103600.pdf
2979,太陽誘電（6976）,太陽誘電：有言実行は高く評価。今期計画は強気すぎるとの印象／太陽誘電(6976),2012/5/22,渡邉洋治,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052200105200.pdf
2980,ケーヒン（7251）,ケーヒン：先行費用増を懸念した株価の調整局面終焉も、投資評価「3」継続／ケーヒン(7251)等,2012/5/22,忍足孝男,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052200298700.pdf
2981,テイ・エス  テック（7313）,テイ・エス テック：ホンダの増産による業績良化が鮮明。投資評価「1」継続／ＴＳテック(7313)等,2012/5/22,忍足孝男,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052200299300.pdf
2982,石油資源開発（1662）,石油資源開発：保有金融資産価値を考慮すれば割安感が高い／石油資源(1662),2012/5/22,塩田英俊/中村正謙,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052200380200.pdf
2983,住友重機械工業（6302）,住友重機械工業：同社にまつわる3つの誤解を解く／住友重(6302),2012/5/22,大内卓/張乾,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052200474500.pdf
2984,三菱重工業（7011）,三菱重工業：今期会社予想は保守的。PERで評価できる会社へ変化しつつある／三菱重(7011),2012/5/22,大内卓/張乾,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052200475400.pdf
2985,横浜ゴム（5101）,横浜ゴム：値上げ効果の浸透などで業績予想、目標株価を引き上げ／浜ゴム(5101),2012/5/23,忍足孝男,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052301128000.pdf
2986,ブリヂストン（5108）,ブリヂストン：タイヤの需給悪懸念は後退。投資評価「1」を継続／ブリヂストン(5108),2012/5/23,忍足孝男,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052301128300.pdf
2987,住友ゴム工業（5110）,住友ゴム工業：12/12期計画は再度上方修正へ。一段の材料安メリットを想定／住友ゴム(5110),2012/5/23,忍足孝男,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052301128700.pdf
2988,楽天（4755）,楽天：子会社赤字予想増額も、方向性に異論なし。収益貢献を待つ／楽天(4755),2012/5/23,金森都/前田栄二,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052301174000.pdf
2989,ジャパン・ホテル・リート投資法人（8985）,ジャパン・ホテル・リート投資法人：旧JHRとの合併による負ののれんは186億円（一口当たり1万円）(5月23日)／ＪＨＲ(8985),2012/5/23,鳥井裕史/平田琢也,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052401377000.pdf
2990,ＮＥＣ（6701）,ＮＥＣ：13/3期営業利益は人員削減を考慮しても強気で下振れを想定(5月23日)／ＮＥＣ(6701),2012/5/23,嶋田幸彦,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052401379100.pdf
2991,カルソニックカンセイ（7248）,カルソニックカンセイ：中小型車・軽自動車向けに新製品群の拡販が進む／カルソカンセ(7248),2012/5/24,忍足孝男,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052401546100.pdf
2992,パナソニック（6752）,パナソニック：B to B シフト、新興国強化の事業戦略は評価できる／パナソニック(6752),2012/5/24,三浦和晴,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052401609400.pdf
2993,クボタ（6326）,クボタ：アジア農機は再び成長軌道へ。M&Aによる新市場開拓も期待／クボタ(6326),2012/5/24,大内卓/張乾,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052401695100.pdf
2994,東日本旅客鉄道（9020）,東日本旅客鉄道：震災反動増効果一巡。カタリストに乏しく投資評価を「2」に引き下げ／JR東日本(9020),2012/5/24,板?ｱ王亮,2,格下げ,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052401742700.pdf
2995,西日本旅客鉄道（9021）,西日本旅客鉄道：安定的かつ相対的に高い配当利回りが株価を下支え／JR西日本(9021),2012/5/24,板?ｱ王亮,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052401742900.pdf
2996,東海旅客鉄道（9022）,東海旅客鉄道：償却負担ピークの15/3期も12/3期並みの経常利益確保可能／ＪＲ東海(9022),2012/5/24,板?ｱ王亮,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052401743400.pdf
2997,日立建機（6305）,日立建機：トップラインからボトムライン重視へ。投資評価引き上げ／日立建(6305),2012/5/24,大内卓/張乾,1,格上げ,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052401810900.pdf
2998,日本製鋼所（5631）,日本製鋼所：13/3期の会社計画はそれほど保守的では無い(5月24日)／日製鋼(5631),2012/5/24,大内卓/張乾,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052502020500.pdf
2999,ＳＡＮＫＹＯ（6417）,ＳＡＮＫＹＯ：新生SANKYO としての成果を確認できるのは下期となりそう(5月24日)／SANKYO(6417),2012/5/24,前田栄二,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052502021500.pdf
3000,ミネベア（6479）,ミネベア：HDD関連部品上ぶれ、回転機器下ぶれで会社計画並みを予想／ミネベア(6479),2012/5/25,渡邉洋治,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052502270100.pdf
3001,日本電産（6594）,日本電産：HDDモーターは盤石。産業・自動車向けモーターの成長は具体化／日電産(6594),2012/5/25,渡邉洋治,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052502363200.pdf
3002,ＴＤＫ（6762）,ＴＤＫ：会社計画は保守的。HDDヘッドの収益拡大が鍵／ＴＤＫ(6762),2012/5/25,渡邉洋治,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052502395900.pdf
3003,セガサミーホールディングス（6460）,セガサミーホールディングス：業績安定感に加えバリュエーションも割安。投資評価「1」へ変更／セガサミーHD(6460),2012/5/25,前田栄二/神近広ニ,1,格上げ,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052502396400.pdf
3004,スクウェア・エニックス・ホールディングス（9684）,スクウェア・エニックス・ホールディングス：構造転換の進捗を見守りたい。投資評価「2」へ引き下げ／スクエニHD(9684),2012/5/25,前田栄二/神近広ニ,2,格下げ,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052502408700.pdf
3005,住友化学（4005）,住友化学：ラービグ2期発表、当面の資金負担小さいが財務体質改善が急務(5月25日)／住友化(4005),2012/5/25,竹内忍,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052802849400.pdf
3006,日立製作所（6501）,"日立製作所：13/3期営業利益5,000億円を予想。構造改革継続で2桁増益を維持(5月25日)／日立(6501)等",2012/5/25,嶋田幸彦,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052802850600.pdf
3007,東和薬品（4553）,東和薬品：新工場見学会報告：質・量ともにトップレベルの供給力を確立／東和薬品(4553),2012/5/28,橋口和明/中沢安弘,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052802852600.pdf
3008,日本新薬（4516）,日本新薬：13/3期もビダーザの拡大が牽引、高成長企業との見方を継続／日新薬(4516),2012/5/28,橋口和明/中沢安弘,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052802946200.pdf
3009,川崎重工業（7012）,川崎重工業：船舶事業の受注工事損失引当金次第だが会社予想は保守的／川重(7012),2012/5/28,大内卓/張乾,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052802954200.pdf
3010,旭硝子（5201）,旭硝子：株価の調整は進んだが、自律反発余地は限定的とみる／旭硝子(5201),2012/5/28,岡芹弘幸,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052803112800.pdf
3011,メディパルホールディングス（7459）,メディパルホールディングス：価格管理徹底で粗利率改善、目標株価を引き上げ／メディパル(7459),2012/5/28,中沢安弘/橋口和明,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052803205000.pdf
3012,スズケン（9987）,"スズケン：収益モメンタムの向上から、目標株価を2,900円へ引き上げ／スズケン(9987)",2012/5/28,中沢安弘/橋口和明,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052803214100.pdf
3013,東京エレクトロン（8035）,東京エレクトロン：14/3期、15/3期2桁増益予想も収益水準はピークを大きく下回る／東エレク(8035),2012/5/28,嶋田幸彦,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052803219400.pdf
3014,アルフレッサ  ホールディングス（2784）,アルフレッサ ホールディングス：人件費削減効果から利益予想を増額、目標株価を引き上げ／アルフレッサHD(2784),2012/5/28,中沢安弘/橋口和明,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052803242100.pdf
3015,千代田化工建設（6366）,千代田化工建設：13/3期営業利益は上ぶれ。14/3期受注はブラウズLNG次第／千代建(6366),2012/5/28,大内卓/張乾,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052803249100.pdf
3016,参天製薬（4536）,参天製薬：コソプトの収益性を慎重に見直して業績予想を下方修正／参天薬(4536),2012/5/28,橋口和明/中沢安弘,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052803278900.pdf
3017,東邦ホールディングス（8129）,東邦ホールディングス：独自のビジネスモデルで利益を拡大中、目標株価を引き上げ／東邦ＨＤ(8129),2012/5/28,中沢安弘/橋口和明,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052803307700.pdf
3018,日本ペイント（4612）,日本ペイント：中国版「サバイバル・チャレンジ」に着手／日本ペ(4612),2012/5/28,竹内忍,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052803310700.pdf
3019,住友林業（1911）,住友林業：足もとの業績は堅調ながら、中長期的な成長展望に欠ける(5月28日)／住友林(1911),2012/5/28,川嶋宏樹,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903492400.pdf
3020,ＳＭＣ（6273）,ＳＭＣ：在庫への懸念は不要。合理化効果は13/3期に本格化(5月28日)／ＳＭＣ(6273),2012/5/28,大内卓/張乾,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903493000.pdf
3021,きんでん（1944）,きんでん：配電工事量に不透明感残る、目標株価と弊社利益予想を引き下げ／きんでん(1944),2012/5/29,川嶋宏樹,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903744300.pdf
3022,大塚商会（4768）,大塚商会：1Qで懸念された製品調達難は回避。SI売上等の業績予想を増額／大塚商(4768),2012/5/29,武藤重雄,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903745300.pdf
3023,フジ・メディア・ホールディングス（4676）,Fuji Media Holdings：Upbeat on Fuji HD diversifying after Sankei Building acquisition／フジHD(4676),2012/5/29,Eiji Maeda,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903745400.pdf
3024,日本テレビ放送網（9404）,日本テレビ放送網：業績好調を維持。次の注目点は持株会社移行後の成長シナリオ／日テレ(9404),2012/5/29,前田栄二,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903746400.pdf
3025,ディー・エヌ・エー（2432）,ディー・エヌ・エー：株価割安感あるが、株価モメンタム回復にはきっかけが必要／ＤＥＮＡ(2432),2012/5/29,前田栄二,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903748700.pdf
3026,日揮（1963）,日揮：収益は底堅くディフェンシブ銘柄として評価／日揮(1963),2012/5/29,大内卓/張乾,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903749100.pdf
3027,コマツ（6301）,コマツ：現時点で鉱山機械のキャンセルはない。自社株買いも視野に／コマツ(6301),2012/5/29,大内卓/張乾,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903782200.pdf
3028,バンダイナムコホールディングス（7832）,バンダイナムコホールディングス：13/3期下期以降、短期的に収益モメンタムが鈍化する懸念あり／バンナムHD(7832),2012/5/29,前田栄二,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903891600.pdf
3029,イオン（8267）,イオン：本業GMSの収益回復は伸び悩み、子会社のEPS寄与は限定的／イオン(8267),2012/5/29,川原潤/金森都,2,格下げ,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903893600.pdf
3030,ファミリーマート（8028）,ファミリーマート：CVSを取り巻く環境に変化なし、引き続き順調な業績拡大を予想／Fマート(8028),2012/5/29,川原潤/金森都,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903894400.pdf
3031,ゼビオ（8281）,ゼビオ：システム投資等拡大により利益伸び悩みも、株価は割安な水準に／ゼビオ(8281),2012/5/29,川原潤/金森都,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903895000.pdf
3032,ローソン（2651）,ローソン：足元好調も既に株価は評価されている水準、投資評価「2」継続／ローソン(2651),2012/5/29,川原潤/金森都,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903895100.pdf
3033,ファーストリテイリング（9983）,ファーストリテイリング：海外ユニクロの夢は大きく膨らむが、既に評価済みの水準とみる／ファーストリテイ(9983),2012/5/29,川原潤/金森都,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903895700.pdf
3034,ユニー（8270）,ユニー：投資評価「2」継続、統合によるグループシナジー創出に期待／ユニー(8270),2012/5/29,川原潤/金森都,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903897500.pdf
3035,豊田自動織機（6201）,豊田自動織機：計画比慎重な利益予想を微修正。フォークリフトの需要動向に注目／豊田織機(6201)等,2012/5/29,忍足孝男,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903933100.pdf
3036,デンソー（6902）,デンソー：会社計画は慎重。13/3期利益予想を増額し目標株価も引き上げ／デンソー(6902)等,2012/5/29,忍足孝男,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903933700.pdf
3037,アイシン精機（7259）,アイシン精機：強気な利益予想と投資評価「2」を継続。数量増で計画は上ぶれへ／アイシン精(7259)等,2012/5/29,忍足孝男,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903934500.pdf
3038,ニコン（7731）,ニコン：13/3期営業利益は930億円予想。高画素一眼レフの動向が焦点／ニコン(7731),2012/5/29,嶋田幸彦,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903935000.pdf
3039,ＤＯＷＡホールディングス（5714）,ＤＯＷＡホールディングス：HMT流出疑惑によって成長戦略が後退するリスクは限定的／ＤＯＷＡ(5714),2012/5/29,小村彰啓/原田一裕,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903935200.pdf
3040,全日本空輸（9202）,全日本空輸：国際線発着枠拡大とコスト抑制で利益拡大継続を予想／ＡＮＡ(9202),2012/5/29,板?ｱ王亮,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903948100.pdf
3041,しまむら（8227）,しまむら：13/2期1Qプレビュー：30％営業増益と好調推移を予想／しまむら(8227),2012/5/29,金森都/川原潤,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012052903951400.pdf
3042,ダイキン工業（6367）,ダイキン工業：マクロ経済対ダイキン。現状株価は自助努力を反映していない(5月29日)／ダイキン(6367),2012/5/29,大内卓/張乾,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004171500.pdf
3043,スタートトゥデイ（3092）,スタートトゥデイ：コミッションレートと販管費の見直しにより、再度業績予想引き下げ(5月29日)／スタートトゥ(3092),2012/5/29,金森都/前田栄二,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004174000.pdf
3044,丸紅（8002）,丸紅：米穀物大手の買収を発表。穀物関連で他社にない魅力が増す(5月29日)／丸紅(8002),2012/5/29,村上貴史,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004174100.pdf
3045,ＩＨＩ（7013）,ＩＨＩ：ターボチャージャー、ボイラーの利益前提は保守的(5月29日)／ＩＨＩ(7013),2012/5/29,大内卓/張乾,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004175900.pdf
3046,ソフトバンク（9984）,ソフトバンク：ソフトバンクの強みはiPhoneのみにあらず(5月29日)／ソフトバンク(9984),2012/5/29,森行眞司,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004177200.pdf
3047,日本電産（6594）,日本電産：タイ工場見学会1日目：HDDモーターのシェア低下は考えにくい／日電産(6594),2012/5/30,渡邉洋治,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004211900.pdf
3048,オービック（4684）,OBIC：Lift support services outlook. Productivity gains to drive 38％ OP margin／オービック(4684),2012/5/30,Shigeo Muto,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004290200.pdf
3049,ＮＯＫ（7240）,ＮＯＫ：13/3期はFPC需要の急増が業績を牽引。計画は上ぶれへ／ＮＯＫ(7240),2012/5/30,忍足孝男,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004433800.pdf
3050,王子製紙（3861）,王子製紙：軟調な印刷用紙の影響があるも、13/3期の大幅利益回復を期待／王子製紙(3861),2012/5/30,岡芹弘幸,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004434300.pdf
3051,日本製紙グループ本社（3893）,日本製紙グループ本社：13/3期は営業増益予想も、EBITDA回復は14/3期からとみる／日本紙(3893),2012/5/30,岡芹弘幸,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004434700.pdf
3052,電通（4324）,電通：弊社予想増額も会社計画達成のハードル高いとの見方は変わらず／電通(4324),2012/5/30,前田栄二,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004472900.pdf
3053,博報堂ＤＹホールディングス（2433）,Hakuhodo DY Holdings：Advertising demand stays brisk； raise our forecasts／博報堂DY(2433),2012/5/30,Eiji Maeda,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004473800.pdf
3054,日本郵船（9101）,日本郵船：業績は最悪期脱出。コンテナ運賃是正進捗が追い風に／郵船(9101),2012/5/30,板?ｱ王亮,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004489500.pdf
3055,商船三井（9104）,商船三井：ドライバルク・タンカー市況低迷で13/3期の利益回復感が弱い／商船三井(9104)等,2012/5/30,板?ｱ王亮,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004492100.pdf
3056,川崎汽船（9107）,川崎汽船：投資抑制、コンテナ収支改善策公表。投資評価「1」へ引き上げ／川崎船(9107),2012/5/30,板?ｱ王亮,1,格上げ,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004493100.pdf
3057,東京急行電鉄（9005）,東京急行電鉄：中計に沿った業績推移を予想。長期成長余地は相対的に大きい／東急(9005),2012/5/30,板?ｱ王亮,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004507300.pdf
3058,アドバンテスト（6857）,アドバンテスト：13/3期は環境を厳しく想定、会社計画の下限をやや下回る公算／アドバンテ(6857),2012/5/30,嶋田幸彦,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004558900.pdf
3059,武田薬品工業（4502）,武田薬品工業：今期大幅減益、来期から増益基調へ、高配当利回りの魅力継続／武田(4502),2012/5/30,中沢安弘/橋口和明,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004566000.pdf
3060,小田急電鉄（9007）,小田急電鉄：利益予想改善だが、株価割高感は解消せず／小田急(9007),2012/5/30,板?ｱ王亮,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004600500.pdf
3061,大和ハウス工業（1925）,大和ハウス工業：新たな成長分野の開拓がバリュエーション切り上げの要件／大和ハウス(1925),2012/5/30,川嶋宏樹,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053004646300.pdf
3062,エーザイ（4523）,エーザイ：新薬関連ニュースフローと高配当利回りが株価支援材料(5月30日)／エーザイ(4523),2012/5/30,中沢安弘/橋口和明,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053104883200.pdf
3063,伊藤忠テクノソリューションズ（4739）,伊藤忠テクノソリューションズ：通信向け高水準堅持とサービス底打ちで13/3期12％営業増益へ(5月30日)／ＣＴＣ(4739)等,2012/5/30,武藤重雄,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053104886500.pdf
3064,トヨタ紡織（3116）,トヨタ紡織：北米事業が13/3期に赤字脱却へ。投資評価を「2」に引き上げ／トヨタ紡織(3116)等,2012/5/31,忍足孝男,2,格上げ,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053105177300.pdf
3065,豊田合成（7282）,豊田合成：LEDの強気な販売計画あっても、投資評価は「3」継続／豊田合(7282)等,2012/5/31,忍足孝男,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053105177900.pdf
3066,東海理化電機製作所（6995）,東海理化電機製作所：強気計画に上乗せ余地。投資評価を「2」に引き上げ／東海理化(6995)等,2012/5/31,忍足孝男,2,格上げ,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053105179900.pdf
3067,東京放送ホールディングス（9401）,東京放送ホールディングス：目標株価引き上げも、PER面の割高感考慮し投資評価「2」継続／ＴＢＳHD(9401),2012/5/31,前田栄二,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053105180600.pdf
3068,テレビ朝日（9409）,テレビ朝日：月間視聴率三冠王（4月）の収入へ寄与は7月から顕在化しよう／テレビ朝日(9409),2012/5/31,前田栄二,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053105181300.pdf
3069,レンゴー（3941）,レンゴー：相対的な環境安定性、会社計画の上振れ余地を引き続き評価／レンゴー(3941),2012/5/31,岡芹弘幸,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053105283000.pdf
3070,京王電鉄（9008）,京王電鉄：15/3期は利益急回復見込みも、新たな投資負担増が懸念／京王(9008),2012/5/31,板?ｱ王亮,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012053105324200.pdf
3071,カプコン（9697）,カプコン：新たなフランチャイズタイトルが生まれたことを評価(5月31日)／カプコン(9697),2012/5/31,前田栄二,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060105559300.pdf
3072,東武鉄道（9001）,東武鉄道：東京スカイツリー好調も、株価は依然割高圏／東武(9001)等,2012/6/1,板?ｱ王亮,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060105841800.pdf
3073,ＮＥＣフィールディング（2322）,ＮＥＣフィールディング：トップライン下振れ懸念が株価の重石。投資評価「2」へ引き下げ／NECフィール(2322),2012/6/1,武藤重雄,2,格下げ,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060105888700.pdf
3074,ニフコ（7988）,ニフコ：例年同様、計画は控えめ。業績予想、目標株価を据え置く／ニフコ(7988),2012/6/1,忍足孝男,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060105918700.pdf
3075,エクセディ（7278）,エクセディ：13/3期営業減益計画に落胆も、株価の調整で投資評価「2」継続／エクセディ(7278),2012/6/1,忍足孝男,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060105969400.pdf
3076,インターネットイニシアティブ（3774）,インターネットイニシアティブ：クラウド利益寄与が本格化。今後3期の営業利益CAGRは17％／ＩＩＪ(3774),2012/6/1,武藤重雄,1,格上げ,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060106010700.pdf
3077,新日鉄ソリューションズ（2327）,新日鉄ソリューションズ：製造/金融向け伸び悩みと償却増で上期は厳しく、下期回復に期待／NSSOL(2327)等,2012/6/4,武藤重雄,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060406593500.pdf
3078,オービックビジネスコンサルタント（4733）,オービックビジネスコンサルタント：消費増税効果を14/3期以降に見込むが、株価織り込みには尚早／ＯＢＣ(4733),2012/6/4,武藤重雄,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060406593900.pdf
3079,三菱製紙（3864）,三菱製紙：13/3 期は営業増益も、会社計画までの回復は難しい／三菱紙(3864),2012/6/4,岡芹弘幸,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060406603100.pdf
3080,北越紀州製紙（3865）,北越紀州製紙：会社利益計画は保守的も、株価の水準訂正には時間を要する／北越紀州(3865),2012/6/4,岡芹弘幸,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060406604000.pdf
3081,住友大阪セメント（5232）,住友大阪セメント：会社計画は上振れ余地が大きく、株価は依然評価不足とみる／住阪セメ(5232),2012/6/4,岡芹弘幸,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060406604700.pdf
3082,太平洋セメント（5233）,太平洋セメント：中計最終年度の営業利益計画は達成可能とみる／太平洋セメ(5233),2012/6/4,岡芹弘幸,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060406605300.pdf
3083,日本板硝子（5202）,日本板硝子：現状株価ほど環境は悪くないが、株価水準訂正には時間を要する／板硝子(5202),2012/6/4,岡芹弘幸,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060406632100.pdf
3084,日本水産（1332）,日本水産：13/3期の減配予想から今後増配へ転じる道筋が不明瞭／日水(1332),2012/6/4,沖平吉康,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060406686800.pdf
3085,日清製粉グループ本社（2002）,日清製粉グループ本社：身を粉にして海外成長を目指す覚悟／日清粉Ｇ(2002)等,2012/6/4,沖平吉康,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060406687900.pdf
3086,山崎製パン（2212）,山崎製パン：12/12期は年間トースト厳しい局面へ突入する点に要注意／山崎パン(2212)等,2012/6/4,沖平吉康,3,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060406693300.pdf
3087,ヤクルト本社（2267）,ヤクルト本社：ダノンとの関係は“腸”複雑／ヤクルト(2267),2012/6/4,沖平吉康,2,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060406693400.pdf
3088,日本ハム（2282）,日本ハム：“B”eef（牛）+ “P”oultry（鶏）+ “S”wine（豚）からのリターンを拡大／日本ハム(2282)等,2012/6/4,沖平吉康,1,変更無し,../data/individual_stock_else/SMBC/pdf/individual_stock/1/2012060406694900.pdf
